totalshoppertraffic_visitors,totalshoppertraffic_visits,digital_orders,aal_orders,eup_orders,nao_orders,nse_orders,nso_orders,nsp_orders,npp_orders,total_orders,cust_prospect_ind,visit_device_type,event_dt
204151,225776,338,5,4,46,185,50,25,23,598,UNDETERMINED,Mobile Phone,2/18/19
126,141,1,0,0,0,1,0,0,0,1,All Visitors,Gaming Console,2/18/19
176174,189557,797,20,29,95,367,64,31,191,1058,UNDETERMINED,Desktop,2/18/19
1,1,0,0,0,0,0,0,0,0,0,UNDETERMINED,E-Reader,2/18/19
80245,94169,815,206,397,165,34,10,1,2,1075,CUSTOMER,Mobile Phone,2/18/19
23521,25361,54,0,4,9,18,10,4,9,80,UNDETERMINED,Tablet,2/18/19
403903,440805,1189,25,37,150,570,124,60,223,1715,UNDETERMINED,All Devices,2/18/19
14472,16353,386,54,273,41,7,8,2,1,445,CUSTOMER,Tablet,2/18/19
103,110,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,2/18/19
241654,274481,4867,993,3092,619,94,38,17,14,5826,CUSTOMER,All Devices,2/18/19
146963,163952,3666,733,2422,413,53,20,14,11,4328,CUSTOMER,Desktop,2/18/19
17265,21614,81,0,0,8,63,6,1,3,104,PROSPECT,Mobile Phone,2/18/19
300448,341559,1234,211,401,219,282,66,27,28,1769,All Visitors,Mobile Phone,2/18/19
7,7,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,2/18/19
341677,376943,4537,754,2451,516,472,94,47,203,5473,All Visitors,Desktop,2/18/19
1,1,0,0,0,0,0,0,0,0,0,All Visitors,E-Reader,2/18/19
2954,3488,5,0,0,1,3,1,0,0,6,PROSPECT,Tablet,2/18/19
40765,45202,445,54,277,51,28,19,6,10,529,All Visitors,Tablet,2/18/19
398737,430462,1031,16,11,81,486,149,59,229,1476,UNDETERMINED,All Devices,3/14/19
16640,18380,295,33,214,39,7,0,1,1,346,CUSTOMER,Tablet,3/14/19
1353,1376,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,3/14/19
300844,340299,5567,1622,3188,560,116,50,17,14,6520,CUSTOMER,All Devices,3/14/19
183308,204151,4342,1357,2457,409,68,31,10,10,4958,CUSTOMER,Desktop,3/14/19
19984,25201,108,0,0,4,74,19,6,5,129,PROSPECT,Mobile Phone,3/14/19
326274,368062,1373,236,519,149,305,100,31,33,1924,All Visitors,Mobile Phone,3/14/19
15,16,0,0,0,0,0,0,0,0,2,CUSTOMER,Gaming Console,3/14/19
375706,411822,5090,1369,2465,454,413,128,51,210,5938,All Visitors,Desktop,3/14/19
2847,3326,6,0,0,1,5,0,0,0,13,PROSPECT,Tablet,3/14/19
39145,42585,355,33,215,48,35,6,9,9,426,All Visitors,Tablet,3/14/19
43769,53395,220,0,0,10,151,35,15,9,280,PROSPECT,All Devices,3/14/19
742669,824156,6818,1638,3199,651,753,234,91,252,8235,All Visitors,All Devices,3/14/19
20668,24573,106,0,0,5,72,16,9,4,139,PROSPECT,Desktop,3/14/19
277,295,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,3/14/19
205591,225109,335,4,2,33,190,62,19,25,567,UNDETERMINED,Mobile Phone,3/14/19
1645,1687,0,0,0,0,0,0,0,0,2,All Visitors,Gaming Console,3/14/19
172120,183098,642,12,8,40,273,81,32,196,851,UNDETERMINED,Desktop,3/14/19
100942,117752,930,232,517,112,41,19,6,3,1235,CUSTOMER,Mobile Phone,3/14/19
19702,20879,54,0,1,8,23,6,8,8,68,UNDETERMINED,Tablet,3/14/19
118793,134339,3296,672,2266,268,55,18,11,6,3858,CUSTOMER,Desktop,2/9/19
23234,30026,91,0,0,3,76,10,1,1,122,PROSPECT,Mobile Phone,2/9/19
323629,367828,1399,228,610,151,300,78,21,11,1803,All Visitors,Mobile Phone,2/9/19
12,13,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,2/9/19
282655,313408,3766,690,2271,297,297,65,49,97,4497,All Visitors,Desktop,2/9/19
4242,5032,10,0,0,0,8,2,0,0,12,PROSPECT,Tablet,2/9/19
46899,51744,487,73,312,54,33,8,3,4,563,All Visitors,Tablet,2/9/19
46714,58460,184,3,1,5,135,25,8,7,240,PROSPECT,All Devices,2/9/19
653226,733144,5653,991,3193,502,631,151,73,112,6814,All Visitors,All Devices,2/9/19
19224,23375,82,3,1,2,50,13,7,6,105,PROSPECT,Desktop,2/9/19
20,27,1,0,0,0,1,0,0,0,1,PROSPECT,Gaming Console,2/9/19
208904,228551,287,5,2,19,190,50,14,7,470,UNDETERMINED,Mobile Phone,2/9/19
145,164,1,0,0,0,1,0,0,0,2,All Visitors,Gaming Console,2/9/19
144951,155694,388,15,4,27,192,34,31,85,550,UNDETERMINED,Desktop,2/9/19
91830,109251,1021,223,608,129,34,18,6,3,1220,CUSTOMER,Mobile Phone,2/9/19
26137,27922,32,2,0,4,18,3,3,2,54,UNDETERMINED,Tablet,2/9/19
380060,412291,707,22,6,50,400,87,48,94,1058,UNDETERMINED,All Devices,2/9/19
16583,18790,445,71,312,50,7,3,0,2,497,CUSTOMER,Tablet,2/9/19
113,124,0,0,0,0,0,0,0,0,1,UNDETERMINED,Gaming Console,2/9/19
227168,262393,4762,966,3186,447,96,39,17,11,5558,CUSTOMER,All Devices,2/9/19
16977,20191,122,0,1,19,72,13,7,10,159,PROSPECT,Desktop,3/26/19
530,561,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,3/26/19
224407,243537,457,15,6,69,230,73,33,31,772,UNDETERMINED,Mobile Phone,3/26/19
2189,2278,1,0,1,0,0,0,0,0,1,All Visitors,Gaming Console,3/26/19
121250,127900,716,16,65,142,288,92,38,75,939,UNDETERMINED,Desktop,3/26/19
94023,109688,781,225,337,161,37,14,1,6,1128,CUSTOMER,Mobile Phone,3/26/19
20906,22269,94,6,7,19,26,4,14,18,116,UNDETERMINED,Tablet,3/26/19
368183,395408,1267,37,78,230,544,169,85,124,1804,UNDETERMINED,All Devices,3/26/19
13932,15515,296,52,210,24,7,0,2,1,352,CUSTOMER,Tablet,3/26/19
1651,1702,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,3/26/19
242763,273971,4744,1107,2868,624,85,36,10,14,5716,CUSTOMER,All Devices,3/26/19
134847,148753,3666,830,2320,439,41,22,7,7,4256,CUSTOMER,Desktop,3/26/19
26284,32649,107,2,0,8,77,17,1,2,162,PROSPECT,Mobile Phone,3/26/19
342637,385874,1345,242,343,238,344,104,35,39,2050,All Visitors,Mobile Phone,3/26/19
14,15,1,0,1,0,0,0,0,0,1,CUSTOMER,Gaming Console,3/26/19
272253,296844,4504,846,2386,600,401,127,52,92,5337,All Visitors,Desktop,3/26/19
3336,3925,18,0,0,5,9,3,1,0,27,PROSPECT,Tablet,3/26/19
37953,41709,408,58,217,48,42,7,17,19,495,All Visitors,Tablet,3/26/19
47120,57326,247,2,1,32,158,33,9,12,346,PROSPECT,All Devices,3/26/19
654935,726705,6258,1146,2947,886,787,238,104,150,7797,All Visitors,All Devices,3/26/19
3156,3687,5,0,0,3,1,0,0,1,6,PROSPECT,Tablet,3/13/19
36165,39487,359,49,240,36,19,4,4,7,425,All Visitors,Tablet,3/13/19
47035,57352,180,2,1,21,116,17,11,12,264,PROSPECT,All Devices,3/13/19
693097,769088,6563,1180,3617,715,513,164,75,299,8121,All Visitors,All Devices,3/13/19
21701,25931,98,1,1,15,63,5,4,9,134,PROSPECT,Desktop,3/13/19
232,244,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,3/13/19
175752,190953,238,3,0,25,121,38,21,30,474,UNDETERMINED,Mobile Phone,3/13/19
1417,1452,0,0,0,0,0,0,0,0,0,All Visitors,Gaming Console,3/13/19
167040,177631,624,17,14,54,192,78,27,242,864,UNDETERMINED,Desktop,3/13/19
99062,115260,1013,193,662,104,34,13,2,5,1350,CUSTOMER,Mobile Phone,3/13/19
18732,19873,32,1,0,2,16,3,4,6,50,UNDETERMINED,Tablet,3/13/19
362682,389656,894,21,14,81,329,119,52,278,1375,UNDETERMINED,All Devices,3/13/19
14354,15927,322,48,240,31,2,1,0,0,369,CUSTOMER,Tablet,3/13/19
1177,1199,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,3/13/19
284791,322080,5489,1157,3602,613,68,28,12,9,6536,CUSTOMER,All Devices,3/13/19
171423,190884,4154,916,2700,478,32,14,10,4,4840,CUSTOMER,Desktop,3/13/19
21951,27490,77,1,0,3,52,12,7,2,125,PROSPECT,Mobile Phone,3/13/19
296098,333703,1328,197,662,132,207,63,30,37,1944,All Visitors,Mobile Phone,3/13/19
8,9,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,3/13/19
359499,394446,4876,934,2715,547,287,97,41,255,5813,All Visitors,Desktop,3/13/19
447364,483884,1245,7,15,185,607,132,71,228,1672,UNDETERMINED,All Devices,2/21/19
16735,18752,362,47,265,39,6,4,0,1,414,CUSTOMER,Tablet,2/21/19
197,207,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,2/21/19
327615,377952,6812,1089,4880,632,126,49,15,21,7818,CUSTOMER,All Devices,2/21/19
196099,221509,5207,839,3790,447,78,29,11,13,5880,CUSTOMER,Desktop,2/21/19
28860,37319,133,0,0,5,104,13,6,5,169,PROSPECT,Mobile Phone,2/21/19
374096,427797,1779,207,830,220,368,82,35,37,2345,All Visitors,Mobile Phone,2/21/19
13,14,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,2/21/19
417357,462062,6112,843,3799,571,518,117,53,211,6996,All Visitors,Desktop,2/21/19
4401,5206,5,0,0,1,4,0,0,0,6,PROSPECT,Tablet,2/21/19
43744,48182,421,47,266,48,30,8,9,13,499,All Visitors,Tablet,2/21/19
61352,76456,255,1,0,22,183,26,11,12,329,PROSPECT,All Devices,2/21/19
835134,938292,8312,1097,4895,839,916,207,97,261,9771,All Visitors,All Devices,2/21/19
28100,33901,117,1,0,16,75,13,5,7,155,PROSPECT,Desktop,2/21/19
20,30,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,2/21/19
230827,252801,403,4,5,69,222,53,25,25,636,UNDETERMINED,Mobile Phone,2/21/19
230,251,0,0,0,0,0,0,0,0,0,All Visitors,Gaming Console,2/21/19
193744,206652,788,3,9,108,365,75,37,191,975,UNDETERMINED,Desktop,2/21/19
114936,137677,1243,203,825,146,42,16,4,7,1547,CUSTOMER,Mobile Phone,2/21/19
22683,24224,54,0,1,8,20,4,9,12,79,UNDETERMINED,Tablet,2/21/19
73321,86349,745,178,416,103,26,14,5,3,1106,CUSTOMER,Mobile Phone,3/18/19
15693,16791,44,1,0,10,11,3,10,9,56,UNDETERMINED,Tablet,3/18/19
322119,347063,945,15,2,122,367,152,69,218,1395,UNDETERMINED,All Devices,3/18/19
12733,14327,317,48,227,32,7,0,2,1,361,CUSTOMER,Tablet,3/18/19
1051,1082,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,3/18/19
248378,282602,5008,1122,3182,561,76,30,21,16,6100,CUSTOMER,All Devices,3/18/19
162348,181915,3946,896,2539,426,43,16,14,12,4654,CUSTOMER,Desktop,3/18/19
20810,26202,80,1,0,2,54,14,5,4,121,PROSPECT,Mobile Phone,3/18/19
239185,271431,1108,184,416,152,199,81,36,40,1717,All Visitors,Mobile Phone,3/18/19
11,11,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,3/18/19
343875,378029,4660,907,2542,504,333,127,54,193,5621,All Visitors,Desktop,3/18/19
3215,3761,3,0,0,0,1,2,0,0,3,PROSPECT,Tablet,3/18/19
31610,34879,364,49,227,42,19,5,12,10,420,All Visitors,Tablet,3/18/19
46104,56179,179,3,1,15,108,31,12,9,255,PROSPECT,All Devices,3/18/19
616042,685844,6132,1140,3185,698,551,213,102,243,7696,All Visitors,All Devices,3/18/19
21709,25804,96,2,1,13,53,15,7,5,131,PROSPECT,Desktop,3/18/19
382,412,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,3/18/19
145262,158880,283,5,0,47,119,53,26,33,492,UNDETERMINED,Mobile Phone,3/18/19
1444,1505,0,0,0,0,0,0,0,0,0,All Visitors,Gaming Console,3/18/19
160134,170310,618,9,2,65,237,96,33,176,857,UNDETERMINED,Desktop,3/18/19
31503,39047,136,2,1,9,94,22,6,2,201,PROSPECT,All Devices,3/9/19
559375,630101,5877,926,3270,601,615,214,55,196,7411,All Visitors,All Devices,3/9/19
11646,14052,53,1,1,4,32,9,5,1,88,PROSPECT,Desktop,3/9/19
23,26,1,0,0,0,1,0,0,0,1,PROSPECT,Gaming Console,3/9/19
172370,191151,300,5,1,33,167,69,13,12,602,UNDETERMINED,Mobile Phone,3/9/19
166,185,1,0,0,0,1,0,0,0,1,All Visitors,Gaming Console,3/9/19
116158,125687,586,17,7,45,242,85,22,168,786,UNDETERMINED,Desktop,3/9/19
1,1,0,0,0,0,0,0,0,0,0,UNDETERMINED,E-Reader,3/9/19
84348,99585,902,203,541,111,34,6,4,3,1267,CUSTOMER,Mobile Phone,3/9/19
19680,21301,49,0,0,8,25,7,3,6,73,UNDETERMINED,Tablet,3/9/19
308319,338277,935,22,8,86,434,161,38,186,1446,UNDETERMINED,All Devices,3/9/19
15535,17653,431,65,306,46,10,3,1,0,501,CUSTOMER,Tablet,3/9/19
124,137,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,3/9/19
220092,252777,4806,902,3261,506,87,31,11,8,5807,CUSTOMER,All Devices,3/9/19
120220,135517,3473,634,2414,349,43,22,6,5,4066,CUSTOMER,Desktop,3/9/19
17262,21911,80,1,0,4,60,13,1,1,109,PROSPECT,Mobile Phone,3/9/19
273767,312647,1282,209,542,148,261,88,18,16,1972,All Visitors,Mobile Phone,3/9/19
19,22,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,3/9/19
247745,275256,4112,652,2422,398,317,116,33,174,4929,All Visitors,Desktop,3/9/19
1,1,0,0,0,0,0,0,0,0,0,All Visitors,E-Reader,3/9/19
2576,3058,2,0,0,1,1,0,0,0,3,PROSPECT,Tablet,3/9/19
37745,42012,482,65,306,55,36,10,4,6,576,All Visitors,Tablet,3/9/19
18,23,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,2/12/19
183123,199422,251,2,3,25,145,53,9,14,405,UNDETERMINED,Mobile Phone,2/12/19
127,139,0,0,0,0,0,0,0,0,0,All Visitors,Gaming Console,2/12/19
160759,171526,564,7,1,48,267,57,24,160,737,UNDETERMINED,Desktop,2/12/19
1,1,0,0,0,0,0,0,0,0,0,UNDETERMINED,E-Reader,2/12/19
88257,103420,810,198,418,138,34,16,2,4,1014,CUSTOMER,Mobile Phone,2/12/19
22769,24256,42,0,0,2,21,4,6,9,58,UNDETERMINED,Tablet,2/12/19
366730,395315,857,9,4,75,433,114,39,183,1192,UNDETERMINED,All Devices,2/12/19
14246,15983,272,44,198,22,5,3,0,0,333,CUSTOMER,Tablet,2/12/19
103,110,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,2/12/19
247234,280877,4993,1266,3004,563,102,39,12,7,5806,CUSTOMER,All Devices,2/12/19
144775,161468,3911,1024,2388,403,63,20,10,3,4470,CUSTOMER,Desktop,2/12/19
21891,27606,91,0,0,6,68,10,5,2,128,PROSPECT,Mobile Phone,2/12/19
293015,330448,1152,200,421,169,247,79,16,20,1540,All Visitors,Mobile Phone,2/12/19
6,6,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,2/12/19
327723,359790,4571,1031,2389,455,389,94,40,173,5320,All Visitors,Desktop,2/12/19
1,1,0,0,0,0,0,0,0,0,0,All Visitors,E-Reader,2/12/19
4297,5079,6,0,0,0,5,1,0,0,6,PROSPECT,Tablet,2/12/19
41268,45318,320,44,198,24,31,8,6,9,397,All Visitors,Tablet,2/12/19
48698,59504,193,0,0,10,132,28,11,12,254,PROSPECT,All Devices,2/12/19
662052,735696,6043,1275,3008,648,667,181,62,202,7215,All Visitors,All Devices,2/12/19
22499,26796,96,0,0,4,59,17,6,10,121,PROSPECT,Desktop,2/12/19
25279,27356,53,0,1,6,33,7,2,4,73,UNDETERMINED,Tablet,2/23/19
408531,447360,1000,11,19,112,497,120,50,191,1447,UNDETERMINED,All Devices,2/23/19
16956,19200,491,74,375,31,9,2,0,0,580,CUSTOMER,Tablet,2/23/19
443,456,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,2/23/19
241395,278354,5275,856,3855,402,111,31,9,11,6206,CUSTOMER,All Devices,2/23/19
123318,139079,3552,543,2693,239,47,18,7,5,4137,CUSTOMER,Desktop,2/23/19
20276,25725,84,1,0,5,57,9,5,7,103,PROSPECT,Mobile Phone,2/23/19
355269,405125,1670,246,792,178,318,81,25,30,2212,All Visitors,Mobile Phone,2/23/19
10,12,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,2/23/19
288142,318398,4224,548,2708,314,348,80,45,181,4984,All Visitors,Desktop,2/23/19
1,1,0,0,0,0,0,0,0,0,0,All Visitors,E-Reader,2/23/19
3512,4198,10,0,0,0,8,1,1,0,11,PROSPECT,Tablet,2/23/19
45713,50754,554,74,376,37,50,10,3,4,664,All Visitors,Tablet,2/23/19
40003,49048,173,1,2,15,108,20,14,13,205,PROSPECT,All Devices,2/23/19
689473,774762,6448,868,3876,529,716,171,73,215,7823,All Visitors,All Devices,2/23/19
16210,19109,79,0,2,10,43,10,8,6,91,PROSPECT,Desktop,2/23/19
13,16,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,2/23/19
234022,259337,354,6,5,41,206,61,18,17,613,UNDETERMINED,Mobile Phone,2/23/19
466,484,0,0,0,0,0,0,0,0,0,All Visitors,Gaming Console,2/23/19
148827,160210,593,5,13,65,258,52,30,170,770,UNDETERMINED,Desktop,2/23/19
1,1,0,0,0,0,0,0,0,0,0,UNDETERMINED,E-Reader,2/23/19
101177,120063,1232,239,787,132,55,11,2,6,1502,CUSTOMER,Mobile Phone,2/23/19
1103,1131,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,3/6/19
254899,291554,5939,1078,4012,642,122,53,15,17,8298,CUSTOMER,All Devices,3/6/19
160509,180142,4624,852,3177,483,59,31,12,10,5900,CUSTOMER,Desktop,3/6/19
21817,27277,124,1,0,11,93,5,6,8,251,PROSPECT,Mobile Phone,3/6/19
258675,293370,1373,186,559,163,331,76,25,33,2956,All Visitors,Mobile Phone,3/6/19
13,17,1,0,0,0,1,0,0,0,1,CUSTOMER,Gaming Console,3/6/19
336311,369914,5517,861,3182,550,494,139,53,238,7206,All Visitors,Desktop,3/6/19
3076,3600,11,0,0,1,5,4,1,0,17,PROSPECT,Tablet,3/6/19
34235,37640,439,45,278,45,53,11,5,2,551,All Visitors,Tablet,3/6/19
46681,56820,272,3,0,26,184,33,12,14,466,PROSPECT,All Devices,3/6/19
630434,702263,7331,1092,4019,758,880,226,83,273,10599,All Visitors,All Devices,3/6/19
21619,25752,136,2,0,14,85,24,5,6,197,PROSPECT,Desktop,3/6/19
182,191,1,0,0,0,1,0,0,0,1,PROSPECT,Gaming Console,3/6/19
156066,169805,316,3,1,32,192,53,17,18,738,UNDETERMINED,Mobile Phone,3/6/19
1298,1339,2,0,0,0,2,0,0,0,2,All Visitors,Gaming Console,3/6/19
154545,164020,757,7,5,53,350,84,36,222,1123,UNDETERMINED,Desktop,3/6/19
81075,96288,933,182,558,120,46,18,2,7,1985,CUSTOMER,Mobile Phone,3/6/19
17846,18933,47,1,1,5,32,3,3,2,72,UNDETERMINED,Tablet,3/6/19
329541,353889,1120,11,7,90,574,140,56,242,1917,UNDETERMINED,All Devices,3/6/19
13354,15107,381,44,277,39,16,4,1,0,462,CUSTOMER,Tablet,3/6/19
353950,383740,918,10,12,149,403,154,69,121,1389,UNDETERMINED,All Devices,3/31/19
16201,18384,409,61,284,52,7,3,2,0,466,CUSTOMER,Tablet,3/31/19
2313,2383,0,0,0,0,0,0,0,0,1,UNDETERMINED,Gaming Console,3/31/19
207878,236387,4372,712,3023,487,97,33,14,6,5269,CUSTOMER,All Devices,3/31/19
96786,106271,2983,429,2182,297,50,15,6,4,3538,CUSTOMER,Desktop,3/31/19
24417,30348,80,2,0,3,52,13,4,6,110,PROSPECT,Mobile Phone,3/31/19
361985,407915,1480,226,558,209,287,114,33,53,2094,All Visitors,Mobile Phone,3/31/19
19,20,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,3/31/19
192688,209097,3460,438,2190,362,282,85,43,60,4185,All Visitors,Desktop,3/31/19
3235,3899,7,0,0,1,4,1,0,1,7,PROSPECT,Tablet,3/31/19
42149,46913,507,63,287,75,31,11,14,26,605,All Visitors,Tablet,3/31/19
38603,47083,157,5,0,10,100,23,7,12,213,PROSPECT,All Devices,3/31/19
599866,667210,5447,727,3035,646,600,210,90,139,6822,All Visitors,All Devices,3/31/19
10148,11954,70,3,0,6,44,9,3,5,96,PROSPECT,Desktop,3/31/19
813,882,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,3/31/19
242940,265855,420,2,1,68,195,86,23,45,704,UNDETERMINED,Mobile Phone,3/31/19
3145,3285,0,0,0,0,0,0,0,0,1,All Visitors,Gaming Console,3/31/19
85958,90872,407,6,8,59,188,61,34,51,560,UNDETERMINED,Desktop,3/31/19
94933,111712,980,222,557,138,40,15,6,2,1288,CUSTOMER,Mobile Phone,3/31/19
22765,24630,91,2,3,22,20,7,12,25,132,UNDETERMINED,Tablet,3/31/19
179007,193299,571,12,3,32,291,59,19,155,782,UNDETERMINED,Desktop,2/8/19
1,1,0,0,0,0,0,0,0,0,0,UNDETERMINED,E-Reader,2/8/19
85898,101310,893,232,488,119,43,7,3,1,1121,CUSTOMER,Mobile Phone,2/8/19
25157,26887,41,1,2,1,26,4,1,6,53,UNDETERMINED,Tablet,2/8/19
418994,457154,973,19,12,59,566,116,31,170,1425,UNDETERMINED,All Devices,2/8/19
14291,15996,309,56,217,28,3,2,1,2,360,CUSTOMER,Tablet,2/8/19
115,128,1,0,0,0,0,0,0,1,1,UNDETERMINED,Gaming Console,2/8/19
253703,289032,4936,1204,3067,512,100,29,12,12,5760,CUSTOMER,All Devices,2/8/19
153558,171710,3734,916,2362,365,54,20,8,9,4289,CUSTOMER,Desktop,2/8/19
16263,20557,98,0,1,0,86,7,1,3,129,PROSPECT,Mobile Phone,2/8/19
316687,358706,1351,238,496,145,378,67,15,12,1846,All Visitors,Mobile Phone,2/8/19
14,16,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,2/8/19
351938,388345,4377,929,2365,402,393,84,31,173,5153,All Visitors,Desktop,2/8/19
1,1,0,0,0,0,0,0,0,0,0,All Visitors,E-Reader,2/8/19
2802,3265,8,0,0,0,5,1,0,2,9,PROSPECT,Tablet,2/8/19
42214,46148,358,57,219,29,34,7,2,10,422,All Visitors,Tablet,2/8/19
38714,47178,179,1,1,5,140,13,5,14,234,PROSPECT,All Devices,2/8/19
710880,793364,6088,1224,3080,576,806,158,48,196,7371,All Visitors,All Devices,2/8/19
19641,23336,72,1,0,5,48,5,4,9,96,PROSPECT,Desktop,2/8/19
16,20,1,0,0,0,1,0,0,0,3,PROSPECT,Gaming Console,2/8/19
214753,236839,360,6,7,26,249,53,11,8,606,UNDETERMINED,Mobile Phone,2/8/19
145,164,2,0,0,0,1,0,0,1,4,All Visitors,Gaming Console,2/8/19
553,587,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,3/24/19
223721,242986,317,3,1,43,155,79,21,15,550,UNDETERMINED,Mobile Phone,3/24/19
2360,2447,0,0,0,0,0,0,0,0,0,All Visitors,Gaming Console,3/24/19
79655,83632,316,5,3,34,171,51,24,28,447,UNDETERMINED,Desktop,3/24/19
92998,109582,825,203,440,133,29,14,2,4,1115,CUSTOMER,Mobile Phone,3/24/19
23377,24925,61,2,1,7,25,5,8,13,77,UNDETERMINED,Tablet,3/24/19
328524,353388,694,10,5,84,351,135,53,56,1062,UNDETERMINED,All Devices,3/24/19
15487,17459,414,55,316,35,2,4,2,0,468,CUSTOMER,Tablet,3/24/19
1793,1845,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,3/24/19
195413,222825,3995,659,2814,405,64,33,11,9,4781,CUSTOMER,All Devices,3/24/19
86970,95769,2756,401,2058,237,33,15,7,5,3224,CUSTOMER,Desktop,3/24/19
28092,34979,112,1,0,15,73,16,5,2,158,PROSPECT,Mobile Phone,3/24/19
344488,387547,1254,207,441,191,257,109,28,21,1819,All Visitors,Mobile Phone,3/24/19
15,15,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,3/24/19
177927,192794,3136,408,2062,277,241,74,36,38,3747,All Visitors,Desktop,3/24/19
3773,4465,8,0,0,0,8,0,0,0,11,PROSPECT,Tablet,3/24/19
42587,46849,483,57,317,42,35,9,10,13,555,All Visitors,Tablet,3/24/19
43913,53424,184,3,1,21,118,24,10,7,249,PROSPECT,All Devices,3/24/19
567274,629637,4873,672,2820,510,533,192,74,72,6063,All Visitors,All Devices,3/24/19
11502,13393,64,2,1,6,37,8,5,5,81,PROSPECT,Desktop,3/24/19
83,98,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,3/3/19
169495,185944,340,5,1,44,211,55,14,10,593,UNDETERMINED,Mobile Phone,3/3/19
721,761,0,0,0,0,0,0,0,0,0,All Visitors,Gaming Console,3/3/19
124930,133442,588,7,6,46,268,65,34,162,765,UNDETERMINED,Desktop,3/3/19
86839,102734,1196,252,728,144,51,15,3,3,1506,CUSTOMER,Mobile Phone,3/3/19
19324,20784,47,2,1,4,25,8,3,4,62,UNDETERMINED,Tablet,3/3/19
314355,340820,975,14,8,94,504,128,51,176,1409,UNDETERMINED,All Devices,3/3/19
16062,18209,467,57,342,55,11,2,0,0,542,CUSTOMER,Tablet,3/3/19
626,650,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,3/3/19
226742,259607,5560,842,4014,525,124,34,9,12,6598,CUSTOMER,All Devices,3/3/19
123865,138651,3897,533,2944,326,62,17,6,9,4561,CUSTOMER,Desktop,3/3/19
23754,30025,107,0,0,6,85,11,3,2,145,PROSPECT,Mobile Phone,3/3/19
279805,318703,1643,257,729,194,347,81,20,15,2228,All Visitors,Mobile Phone,3/3/19
12,13,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,3/3/19
265106,291922,4580,544,2950,378,391,98,45,174,5443,All Visitors,Desktop,3/3/19
3524,4219,10,0,0,1,5,3,0,1,15,PROSPECT,Tablet,3/3/19
38869,43212,524,59,343,60,41,13,3,5,619,All Visitors,Tablet,3/3/19
43986,54171,212,4,0,13,151,30,8,6,285,PROSPECT,All Devices,3/3/19
584435,654598,6747,860,4022,632,779,192,68,194,8249,All Visitors,All Devices,3/3/19
16631,19829,95,4,0,6,61,16,5,3,126,PROSPECT,Desktop,3/3/19
207942,226780,249,4,1,11,179,37,9,8,408,UNDETERMINED,Mobile Phone,2/10/19
263,283,1,0,1,0,0,0,0,0,1,All Visitors,Gaming Console,2/10/19
140591,150142,353,5,4,28,194,34,20,68,538,UNDETERMINED,Desktop,2/10/19
86474,102659,871,212,480,133,31,11,3,1,1093,CUSTOMER,Mobile Phone,2/10/19
25654,27494,47,1,1,3,27,5,4,6,56,UNDETERMINED,Tablet,2/10/19
374400,404666,649,10,6,42,400,76,33,82,995,UNDETERMINED,All Devices,2/10/19
16178,18365,405,68,285,46,5,1,0,0,445,CUSTOMER,Tablet,2/10/19
236,250,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,2/10/19
216276,248415,4187,843,2762,441,88,30,11,12,4952,CUSTOMER,All Devices,2/10/19
